Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.1798510551452637	0	19.941177	9.335599	55.0	8.0	19.941176470588236	9.335598670545215	1017	1017
3.866392135620117	1	42.458332	21.18368	94.0	22.0	42.458333333333336	21.183679186791156	1019	2036
5.250765085220337	2	46.565216	27.455618	133.0	17.0	46.56521739130435	27.455618078695224	1071	3107
6.693904876708984	3	48.95238	20.263681	93.0	21.0	48.95238095238095	20.26368130536383	1028	4135
8.135325908660889	4	47.714287	23.1828	126.0	20.0	47.714285714285715	23.18279915952231	1002	5137
9.707438230514526	5	38.555557	14.730501	80.0	13.0	38.55555555555556	14.730500817045822	1041	6178
11.084744930267334	6	32.935482	8.706451	51.0	19.0	32.935483870967744	8.70645101531031	1021	7199
12.671147108078003	7	35.964287	15.658138	89.0	19.0	35.964285714285715	15.658138328625382	1007	8206
14.107758045196533	8	27.805555	8.359358	49.0	16.0	27.805555555555557	8.359357512673528	1001	9207
15.557959079742432	9	28.243244	9.51927	50.0	14.0	28.243243243243242	9.519270371215022	1045	10252
16.97229313850403	10	26.789474	11.589828	58.0	13.0	26.789473684210527	11.589827424210927	1018	11270
18.471333980560303	11	24.707317	10.928245	53.0	12.0	24.70731707317073	10.928244681845932	1013	12283
20.027333974838257	12	30.647058	19.945341	100.0	14.0	30.647058823529413	19.94534053348149	1042	13325
21.445308923721313	13	32.35484	12.870443	69.0	12.0	32.354838709677416	12.870442223890427	1003	14328
22.994301080703735	14	28.828571	10.126304	51.0	13.0	28.82857142857143	10.126304400734087	1009	15337
24.455722093582153	15	28.36111	12.847725	72.0	13.0	28.36111111111111	12.847725215378658	1021	16358
25.868528127670288	16	27.513514	11.216835	58.0	12.0	27.513513513513512	11.216834890133672	1018	17376
27.29899024963379	17	27.105263	10.194915	57.0	13.0	27.105263157894736	10.194914815173428	1030	18406
28.805888175964355	18	30.39394	14.616179	81.0	12.0	30.393939393939394	14.616179067792698	1003	19409
30.281277894973755	19	28.828571	11.093076	56.0	11.0	28.82857142857143	11.093075611867624	1009	20418
31.704871892929077	20	25.365854	9.127167	48.0	13.0	25.365853658536587	9.127166892896135	1040	21458
33.225091218948364	21	27.916666	11.118991	62.0	15.0	27.916666666666668	11.118990261909776	1005	22463
34.73275899887085	22	30.147058	10.108623	60.0	16.0	30.147058823529413	10.108622856520237	1025	23488
36.19640302658081	23	32.125	12.14946	68.0	15.0	32.125	12.149459864537189	1028	24516
37.642789125442505	24	31.272728	10.830017	61.0	16.0	31.272727272727273	10.830016444971221	1032	25548
39.10926103591919	25	43.208332	20.59324	96.0	19.0	43.208333333333336	20.593241542365842	1037	26585
40.5770308971405	26	33.666668	12.299955	68.0	18.0	33.666666666666664	12.299954832798731	1010	27595
42.09356999397278	27	36.785713	12.274704	64.0	17.0	36.785714285714285	12.274704369024077	1030	28625
43.653401136398315	28	37.214287	9.480646	60.0	19.0	37.214285714285715	9.480646236476947	1042	29667
45.1815459728241	29	41.833332	14.170588	74.0	19.0	41.833333333333336	14.17058769266665	1004	30671
46.7271990776062	30	41.24	17.541449	100.0	23.0	41.24	17.541448058812023	1031	31702
48.244450092315674	31	35.24138	10.39116	62.0	20.0	35.241379310344826	10.39116060828424	1022	32724
49.87574911117554	32	39.576923	18.489443	100.0	18.0	39.57692307692308	18.4894420536592	1029	33753
51.393129110336304	33	31.363636	13.288906	83.0	19.0	31.363636363636363	13.288906701542984	1035	34788
52.88386106491089	34	36.464287	10.005292	61.0	19.0	36.464285714285715	10.005291967101149	1021	35809
54.5135760307312	35	36.642857	13.844067	64.0	17.0	36.642857142857146	13.844065994689064	1026	36835
56.09531116485596	36	34.4	14.716431	80.0	16.0	34.4	14.716430726685507	1032	37867
57.59886813163757	37	32.70968	8.651659	57.0	21.0	32.70967741935484	8.651658608043622	1014	38881
59.107882022857666	38	31.875	12.496875	83.0	19.0	31.875	12.496874609277313	1020	39901
60.6178081035614	39	32.15625	9.038492	58.0	16.0	32.15625	9.03849190614784	1029	40930
62.18902921676636	40	30.235294	8.384365	55.0	21.0	30.235294117647058	8.384365083574979	1028	41958
63.6662540435791	41	36.392857	13.844389	70.0	21.0	36.392857142857146	13.844388460193347	1019	42977
65.20490908622742	42	40.84	18.455742	83.0	22.0	40.84	18.455741654021924	1021	43998
