Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.971693992614746	0	15.318182	6.341683	47.0	8.0	15.318181818181818	6.341682911401384	1011	1011
3.5575480461120605	1	12.329268	3.7871892	31.0	8.0	12.329268292682928	3.787189182445048	1011	2022
5.02819299697876	2	10.479167	1.6954545	16.0	8.0	10.479166666666666	1.6954545031413322	1006	3028
6.453561067581177	3	10.83871	2.472604	21.0	8.0	10.838709677419354	2.4726039670918576	1008	4036
7.767164945602417	4	10.774194	2.3560905	20.0	8.0	10.774193548387096	2.3560904023497056	1002	5038
9.114421844482422	5	10.568421	1.8842987	17.0	8.0	10.56842105263158	1.884298733601316	1004	6042
10.436491012573242	6	10.295918	1.7155304	15.0	8.0	10.295918367346939	1.7155304033343979	1009	7051
11.808057069778442	7	10.75532	2.5544546	25.0	8.0	10.75531914893617	2.554454474853956	1011	8062
13.135472059249878	8	10.381443	2.1319528	21.0	8.0	10.381443298969073	2.131952780705081	1007	9069
14.429627895355225	9	10.371134	2.1167939	19.0	8.0	10.371134020618557	2.1167938585914388	1006	10075
15.938933849334717	10	10.06	1.7596592	18.0	8.0	10.06	1.7596590578859306	1006	11081
17.207483768463135	11	10.01	1.4317471	16.0	8.0	10.01	1.4317471843869642	1001	12082
18.49748992919922	12	10.121212	1.6346793	16.0	8.0	10.121212121212121	1.6346792677892334	1002	13084
19.78642201423645	13	10.329897	1.9196309	18.0	8.0	10.329896907216495	1.9196308144012177	1002	14086
21.063004970550537	14	9.940594	1.4544011	15.0	8.0	9.94059405940594	1.4544011879155812	1004	15090
22.344244956970215	15	10.75532	2.4954689	20.0	8.0	10.75531914893617	2.4954689586680634	1011	16101
23.675805807113647	16	10.447917	1.91958	17.0	8.0	10.447916666666666	1.9195799869734236	1003	17104
25.027068853378296	17	10.734042	2.1247056	19.0	8.0	10.73404255319149	2.124705395923355	1009	18113
26.604635000228882	18	11.77647	3.107397	25.0	8.0	11.776470588235295	3.1073971350661473	1001	19114
27.9931697845459	19	12.023809	4.1143656	30.0	8.0	12.023809523809524	4.11436562973533	1010	20124
29.312677145004272	20	11.858824	3.0684464	24.0	8.0	11.858823529411765	3.0684464019759754	1008	21132
30.640381813049316	21	13.635135	4.8784533	36.0	8.0	13.635135135135135	4.878453244914783	1009	22141
31.950822830200195	22	14.428572	5.592269	32.0	8.0	14.428571428571429	5.592268715624733	1010	23151
33.27546787261963	23	17.0	7.813504	39.0	8.0	17.0	7.813504172752909	1003	24154
34.629843950271606	24	16.85	5.8674955	37.0	8.0	16.85	5.867495206644826	1011	25165
36.062196016311646	25	21.404255	12.024195	66.0	9.0	21.404255319148938	12.024194712661785	1006	26171
37.497628927230835	26	26.921053	12.499224	71.0	12.0	26.92105263157895	12.499224352666152	1023	27194
38.86258602142334	27	23.904762	12.266504	69.0	11.0	23.904761904761905	12.26650399182285	1004	28198
40.19092297554016	28	22.466667	13.5803795	83.0	10.0	22.466666666666665	13.580378001611983	1011	29209
41.567529916763306	29	17.050848	8.249137	61.0	10.0	17.050847457627118	8.249137045393292	1006	30215
42.934139013290405	30	12.45679	3.9598272	32.0	8.0	12.45679012345679	3.9598272275443054	1009	31224
44.28547811508179	31	11.0	2.567763	21.0	8.0	11.0	2.5677629550654775	1001	32225
45.735543966293335	32	10.131313	1.6431458	17.0	8.0	10.131313131313131	1.6431459395672854	1003	33228
47.235568046569824	33	10.02	1.536099	16.0	8.0	10.02	1.5360989551457942	1002	34230
48.70009112358093	34	10.039604	1.7287365	17.0	8.0	10.03960396039604	1.728736687937738	1014	35244
50.092923164367676	35	10.443299	1.6620015	17.0	8.0	10.443298969072165	1.6620014773210925	1013	36257
51.455307960510254	36	10.881721	2.3456638	21.0	8.0	10.881720430107526	2.3456638667132417	1012	37269
52.8434739112854	37	11.076923	2.0714211	21.0	8.0	11.076923076923077	2.071421284273188	1008	38277
54.23719096183777	38	12.961538	3.578577	32.0	8.0	12.961538461538462	3.578576954286645	1011	39288
55.66570806503296	39	16.833334	5.3949566	41.0	10.0	16.833333333333332	5.394956492461784	1010	40298
57.216551780700684	40	19.26415	5.9021935	41.0	10.0	19.264150943396228	5.902193207313818	1021	41319
58.80401611328125	41	26.421053	12.830128	71.0	12.0	26.42105263157895	12.83012815078832	1004	42323
60.24142003059387	42	37.77778	24.650644	112.0	14.0	37.77777777777778	24.650645447688674	1020	43343
61.656760931015015	43	39.03846	20.133173	88.0	12.0	39.03846153846154	20.133173484481105	1015	44358
63.098753929138184	44	47.136364	28.547083	143.0	21.0	47.13636363636363	28.547083045614716	1037	45395
64.50338888168335	45	56.0	30.532314	162.0	24.0	56.0	30.53231439347863	1008	46403
65.96617698669434	46	57.444443	27.276815	115.0	23.0	57.44444444444444	27.276816004769046	1034	47437
67.60568284988403	47	45.304348	17.64489	85.0	21.0	45.30434782608695	17.644890337133067	1042	48479
69.06197905540466	48	40.08	17.49953	100.0	17.0	40.08	17.49953142229814	1002	49481
