Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.787538766860962	0	21.25	7.25	44.0	10.0	21.25	7.25	1020	1020
4.923134803771973	1	11.952381	3.673926	28.0	8.0	11.952380952380953	3.673926023520868	1004	2024
6.4519548416137695	2	10.536842	1.8053169	17.0	8.0	10.536842105263158	1.8053168627887048	1001	3025
7.970666885375977	3	10.08	1.5341446	14.0	8.0	10.08	1.5341447128612087	1008	4033
9.567975044250488	4	9.682693	0.89081234	12.0	8.0	9.682692307692308	0.8908123245853395	1007	5040
11.234527826309204	5	9.5	0.9441978	14.0	8.0	9.5	0.9441977726950346	1007	6047
12.985496044158936	6	9.5188675	0.791835	12.0	8.0	9.518867924528301	0.7918348893488036	1009	7056
14.598778009414673	7	9.411215	0.8641702	13.0	8.0	9.411214953271028	0.8641701873320995	1007	8063
16.189270973205566	8	9.490566	0.83829653	12.0	8.0	9.49056603773585	0.8382965996801153	1006	9069
17.722177028656006	9	9.324074	0.7555805	11.0	8.0	9.324074074074074	0.7555805188323462	1007	10076
19.318453788757324	10	9.247706	0.7314177	11.0	8.0	9.247706422018348	0.7314176670823762	1008	11084
20.888303995132446	11	9.287037	0.7582989	11.0	8.0	9.287037037037036	0.7582988505704107	1003	12087
22.665648937225342	12	9.296296	0.7729125	12.0	8.0	9.296296296296296	0.7729124723966372	1004	13091
24.286675930023193	13	9.373832	0.7301692	11.0	8.0	9.373831775700934	0.7301691583037236	1003	14094
25.89313507080078	14	9.247706	0.8031584	11.0	8.0	9.247706422018348	0.8031584817702493	1008	15102
27.494471788406372	15	9.296296	0.8080528	13.0	8.0	9.296296296296296	0.808052749232275	1004	16106
